16,11.321874998509884,105.06559999999999
1536,20.496562495827675,679.6632
2048,23.69847920536995,1048.5928000000001
2560,23.873925000429153,1572.868
3072,28.01121660321951,2202.032
3584,29.37891250103712,716.0255999999999
3968,29.67385420203209,1135.9736
64,12.126995898783207,104.86080000000001
128,12.938841596245766,155.20559999999998
256,13.476933300495148,155.1928
384,14.396925002336502,155.2424
512,14.744491703808308,209.7248
768,19.72625420242548,260.12479999999994
1024,17.771787501871586,364.904
1280,20.31060829758644,524.2888
