16,5.9206582978367805,50.7424
1536,10.709287494421005,260.7672
2048,11.052379094064236,470.788
2560,13.137945897877216,734.8248000000001
3072,15.818320900201797,995.692
3584,15.340591698884964,1364.3792
3968,16.246241606771946,1625.3752
64,6.090645901858807,50.7424
128,6.393062494695187,50.742399999999975
256,6.798579201102257,50.7424
384,7.845425002276897,50.7424
512,9.811904102563858,50.7424
768,10.103854201734066,104.96320000000003
1024,11.140208296477795,155.50159999999997
1280,11.660879202187061,210.02239999999998
